Fecha,Ciudad,Campaña,Categoría,Producto,Talla,Color,Unidades_Vendidas,Precio_Unitario,Ingresos,Devolución
2025-01-03,Bilbao,Publicidad,Jerseys,Chaqueta de Lana,M,Negro,4,130,520,Sí
2025-01-08,Donostia,Rebajas,Pantalones,Chándal,XL,Blanco,3,60,180,Sí
2025-01-26,Donostia,Publicidad,Jerseys,Chaqueta de Lana,XL,Verde,3,130,390,Sí
2025-01-12,Vitoria,Publicidad,Sportwear,Térmica,44,Blanco,3,55,165,No
2025-01-22,Vitoria,Publicidad,Jerseys,Forro Polar,40,Blanco,4,80,320,No
2025-01-26,Bilbao,Publicidad,Chaquetas,Anorak,S,Rojo,4,120,480,No
2025-01-25,Vitoria,Rebajas,Sportwear,Térmica,M,Gris,1,55,55,No
2025-01-02,Vitoria,Rebajas,Jerseys,Chaqueta de Lana,42,Verde,2,130,260,Sí
2025-01-09,Vitoria,Publicidad,Chaquetas,Anorak,42,Verde,5,120,600,No
2025-01-23,Vitoria,Publicidad,Calzado,Sandalias,40,Rojo,1,40,40,Sí
2025-01-22,Pamplona,Rebajas,Chaquetas,Plumífero,38,Azul,3,150,450,Sí
2025-01-12,Donostia,Rebajas,Sportwear,Camisetas,XL,Negro,4,30,120,Sí
2025-01-12,Pamplona,Publicidad,Sportwear,Mallas,S,Rojo,1,45,45,No
2025-01-09,Donostia,Publicidad,Sportwear,Camisetas,42,Azul,5,30,150,Sí
2025-01-09,Bilbao,Rebajas,Sportwear,Camisetas,L,Negro,2,30,60,Sí
2025-01-19,Vitoria,Rebajas,Pantalones,Montaña,L,Azul,2,90,180,Sí
2025-01-07,Bilbao,Publicidad,Pantalones,Montaña,M,Blanco,4,90,360,No
2025-01-25,Vitoria,Rebajas,Chaquetas,Anorak,L,Gris,3,120,360,No
2025-01-23,Bilbao,Publicidad,Calzado,Botas,38,Blanco,4,110,440,Sí
2025-01-09,Donostia,Rebajas,Calzado,Sandalias,S,Azul,3,40,120,Sí
2025-01-11,Bilbao,Rebajas,Chaquetas,Anorak,L,Blanco,3,120,360,No
2025-01-26,Vitoria,Publicidad,Chaquetas,Anorak,40,Verde,3,120,360,No
2025-01-06,Vitoria,Rebajas,Calzado,Sandalias,44,Gris,4,40,160,No
2025-01-10,Bilbao,Rebajas,Sportwear,Mallas,L,Rojo,5,45,225,No
2025-01-24,Vitoria,Publicidad,Pantalones,Chándal,XL,Verde,5,60,300,No
2025-01-04,Bilbao,Rebajas,Jerseys,Forro Polar,M,Azul,2,80,160,Sí
2025-01-05,Donostia,Rebajas,Pantalones,Chándal,40,Rojo,3,60,180,Sí
2025-01-26,Pamplona,Rebajas,Chaquetas,Plumífero,38,Blanco,3,150,450,Sí
2025-01-23,Vitoria,Rebajas,Calzado,Botas,XL,Verde,4,110,440,No
2025-01-28,Vitoria,Rebajas,Sportwear,Mallas,42,Gris,1,45,45,No
2025-01-20,Vitoria,Publicidad,Pantalones,Montaña,42,Negro,3,90,270,Sí
2025-01-24,Vitoria,Publicidad,Jerseys,Forro Polar,38,Azul,5,80,400,Sí
2025-01-16,Pamplona,Publicidad,Sportwear,Mallas,L,Azul,1,45,45,Sí
2025-01-07,Donostia,Publicidad,Chaquetas,Anorak,38,Rojo,4,120,480,Sí
2025-01-24,Bilbao,Rebajas,Sportwear,Mallas,40,Gris,4,45,180,Sí
2025-01-23,Bilbao,Publicidad,Jerseys,Forro Polar,42,Negro,1,80,80,No
2025-01-02,Donostia,Publicidad,Chaquetas,Anorak,S,Gris,5,120,600,No
2025-01-22,Bilbao,Publicidad,Calzado,Sandalias,42,Azul,3,40,120,Sí
2025-01-25,Donostia,Publicidad,Sportwear,Mallas,44,Azul,4,45,180,No
2025-01-23,Vitoria,Rebajas,Calzado,Sandalias,40,Gris,3,40,120,No
2025-01-20,Bilbao,Rebajas,Sportwear,Térmica,42,Negro,4,55,220,Sí
2025-01-17,Vitoria,Rebajas,Jerseys,Forro Polar,S,Verde,3,80,240,No
2025-01-22,Donostia,Rebajas,Jerseys,Chaqueta de Lana,M,Negro,2,130,260,No
2025-01-27,Pamplona,Publicidad,Calzado,Botas,L,Rojo,5,110,550,Sí
2025-01-17,Vitoria,Publicidad,Sportwear,Camisetas,42,Rojo,3,30,90,Sí
2025-01-12,Donostia,Publicidad,Chaquetas,Plumífero,42,Azul,1,150,150,Sí
2025-01-26,Vitoria,Rebajas,Sportwear,Térmica,M,Azul,3,55,165,No
2025-01-21,Pamplona,Publicidad,Sportwear,Térmica,L,Azul,3,55,165,Sí
2025-01-06,Bilbao,Publicidad,Sportwear,Térmica,40,Verde,3,55,165,Sí
2025-01-12,Pamplona,Rebajas,Calzado,Botas,42,Azul,3,110,330,Sí
2025-01-24,Vitoria,Publicidad,Calzado,Botas,XL,Gris,5,110,550,Sí
2025-01-17,Pamplona,Publicidad,Chaquetas,Anorak,38,Blanco,5,120,600,No
2025-01-13,Pamplona,Rebajas,Calzado,Zapatillas,42,Blanco,5,75,375,Sí
2025-01-16,Donostia,Rebajas,Chaquetas,Plumífero,38,Rojo,4,150,600,Sí
2025-01-20,Vitoria,Publicidad,Calzado,Botas,38,Azul,2,110,220,No
2025-01-04,Bilbao,Rebajas,Sportwear,Mallas,44,Azul,1,45,45,No
2025-01-20,Bilbao,Publicidad,Chaquetas,Anorak,44,Blanco,1,120,120,Sí
2025-01-04,Vitoria,Publicidad,Chaquetas,Plumífero,38,Negro,5,150,750,Sí
2025-01-08,Pamplona,Rebajas,Jerseys,Forro Polar,44,Blanco,5,80,400,Sí
2025-01-07,Vitoria,Rebajas,Sportwear,Camisetas,S,Negro,2,30,60,No
2025-01-21,Vitoria,Rebajas,Chaquetas,Anorak,38,Rojo,2,120,240,Sí
2025-01-19,Bilbao,Rebajas,Sportwear,Térmica,38,Blanco,4,55,220,No
2025-01-17,Vitoria,Publicidad,Pantalones,Chándal,40,Gris,5,60,300,Sí
2025-01-25,Vitoria,Publicidad,Jerseys,Chaqueta de Lana,XL,Verde,5,130,650,Sí
2025-01-10,Pamplona,Publicidad,Calzado,Zapatillas,38,Negro,5,75,375,No
2025-01-03,Donostia,Publicidad,Sportwear,Camisetas,38,Azul,4,30,120,Sí
2025-01-24,Donostia,Rebajas,Sportwear,Térmica,M,Negro,4,55,220,No
2025-01-05,Donostia,Publicidad,Sportwear,Mallas,42,Azul,2,45,90,Sí
2025-01-20,Vitoria,Rebajas,Pantalones,Montaña,38,Azul,4,90,360,Sí
2025-01-16,Pamplona,Publicidad,Pantalones,Montaña,M,Verde,4,90,360,Sí
2025-01-11,Donostia,Publicidad,Chaquetas,Anorak,XL,Verde,4,120,480,No
2025-01-11,Pamplona,Rebajas,Chaquetas,Plumífero,44,Rojo,4,150,600,Sí
2025-01-26,Vitoria,Publicidad,Jerseys,Chaqueta de Lana,42,Gris,2,130,260,No
2025-01-09,Pamplona,Publicidad,Chaquetas,Anorak,M,Blanco,1,120,120,Sí
2025-01-02,Vitoria,Publicidad,Chaquetas,Anorak,M,Azul,3,120,360,No
2025-01-11,Bilbao,Rebajas,Pantalones,Chándal,M,Blanco,2,60,120,No
2025-01-06,Donostia,Rebajas,Calzado,Sandalias,44,Verde,5,40,200,Sí
2025-01-02,Bilbao,Rebajas,Calzado,Zapatillas,XL,Verde,4,75,300,Sí
2025-01-21,Bilbao,Publicidad,Calzado,Zapatillas,40,Rojo,5,75,375,No
2025-01-19,Bilbao,Rebajas,Calzado,Zapatillas,42,Verde,1,75,75,Sí
2025-01-09,Bilbao,Rebajas,Sportwear,Camisetas,S,Blanco,4,30,120,Sí
2025-01-28,Donostia,Rebajas,Pantalones,Chándal,S,Negro,2,60,120,No
2025-01-21,Vitoria,Rebajas,Pantalones,Chándal,S,Verde,2,60,120,Sí
2025-01-25,Bilbao,Rebajas,Sportwear,Térmica,38,Rojo,5,55,275,Sí
2025-01-11,Pamplona,Rebajas,Jerseys,Chaqueta de Lana,42,Azul,2,130,260,Sí
2025-01-16,Pamplona,Publicidad,Sportwear,Térmica,L,Gris,5,55,275,Sí
2025-01-25,Donostia,Publicidad,Calzado,Sandalias,42,Verde,4,40,160,No
2025-01-07,Donostia,Rebajas,Pantalones,Montaña,38,Verde,5,90,450,Sí
2025-01-06,Donostia,Rebajas,Sportwear,Térmica,44,Verde,4,55,220,Sí
2025-01-27,Donostia,Rebajas,Sportwear,Mallas,40,Verde,5,45,225,Sí
2025-01-04,Vitoria,Publicidad,Jerseys,Chaqueta de Lana,S,Rojo,1,130,130,Sí
2025-01-13,Bilbao,Rebajas,Calzado,Botas,S,Verde,4,110,440,Sí
2025-01-14,Donostia,Rebajas,Chaquetas,Anorak,38,Blanco,5,120,600,No
2025-01-10,Vitoria,Publicidad,Calzado,Botas,42,Azul,1,110,110,No
2025-01-22,Pamplona,Rebajas,Pantalones,Chándal,44,Rojo,4,60,240,Sí
2025-01-23,Bilbao,Publicidad,Pantalones,Chándal,44,Azul,5,60,300,Sí
2025-01-04,Vitoria,Rebajas,Sportwear,Térmica,L,Blanco,5,55,275,Sí
2025-01-03,Donostia,Publicidad,Sportwear,Térmica,42,Blanco,3,55,165,No
2025-01-10,Vitoria,Publicidad,Chaquetas,Anorak,44,Verde,2,120,240,Sí
2025-01-06,Vitoria,Rebajas,Jerseys,Chaqueta de Lana,38,Verde,4,130,520,No
2025-01-11,Vitoria,Publicidad,Chaquetas,Anorak,42,Gris,4,120,480,Sí
2025-01-08,Donostia,Rebajas,Jerseys,Forro Polar,38,Gris,2,80,160,Sí
2025-01-23,Pamplona,Rebajas,Chaquetas,Plumífero,42,Gris,2,150,300,No
2025-01-10,Bilbao,Rebajas,Sportwear,Térmica,XL,Verde,4,55,220,Sí
2025-01-17,Vitoria,Publicidad,Calzado,Botas,40,Verde,5,110,550,No
2025-01-28,Bilbao,Publicidad,Pantalones,Montaña,S,Blanco,4,90,360,Sí
2025-01-05,Pamplona,Rebajas,Jerseys,Chaqueta de Lana,S,Blanco,5,130,650,No
2025-01-15,Pamplona,Publicidad,Pantalones,Montaña,M,Verde,5,90,450,No
2025-01-07,Vitoria,Publicidad,Jerseys,Forro Polar,XL,Rojo,1,80,80,No
2025-01-18,Bilbao,Publicidad,Chaquetas,Anorak,44,Gris,5,120,600,Sí
2025-01-26,Pamplona,Rebajas,Sportwear,Mallas,40,Negro,5,45,225,No
2025-01-08,Vitoria,Publicidad,Chaquetas,Anorak,XL,Verde,1,120,120,Sí
2025-01-22,Donostia,Rebajas,Jerseys,Chaqueta de Lana,XL,Gris,2,130,260,Sí
2025-01-16,Vitoria,Publicidad,Chaquetas,Anorak,42,Gris,3,120,360,No
2025-01-25,Donostia,Rebajas,Jerseys,Forro Polar,44,Rojo,2,80,160,No
2025-01-04,Pamplona,Publicidad,Pantalones,Montaña,M,Negro,2,90,180,No
2025-01-23,Donostia,Publicidad,Jerseys,Chaqueta de Lana,38,Rojo,2,130,260,No
2025-01-03,Donostia,Rebajas,Calzado,Sandalias,L,Rojo,3,40,120,No
2025-01-25,Donostia,Rebajas,Chaquetas,Anorak,42,Blanco,2,120,240,No
2025-01-02,Bilbao,Publicidad,Chaquetas,Plumífero,38,Azul,4,150,600,Sí
2025-01-18,Bilbao,Publicidad,Sportwear,Camisetas,L,Rojo,3,30,90,Sí
2025-01-02,Vitoria,Publicidad,Sportwear,Mallas,44,Gris,2,45,90,Sí
2025-01-03,Vitoria,Publicidad,Pantalones,Chándal,L,Azul,2,60,120,Sí
2025-01-08,Pamplona,Rebajas,Sportwear,Térmica,42,Rojo,3,55,165,No
2025-01-18,Vitoria,Publicidad,Pantalones,Montaña,44,Rojo,2,90,180,Sí
2025-01-03,Donostia,Rebajas,Calzado,Sandalias,L,Negro,1,40,40,No
2025-01-21,Donostia,Publicidad,Sportwear,Mallas,M,Blanco,4,45,180,Sí
2025-01-17,Donostia,Rebajas,Calzado,Botas,S,Negro,1,110,110,No
2025-01-24,Donostia,Rebajas,Calzado,Botas,L,Rojo,5,110,550,Sí
2025-01-27,Donostia,Rebajas,Calzado,Botas,40,Rojo,5,110,550,Sí
2025-01-22,Bilbao,Rebajas,Calzado,Zapatillas,40,Blanco,1,75,75,Sí
2025-01-24,Bilbao,Publicidad,Calzado,Botas,42,Gris,1,110,110,No
2025-01-24,Donostia,Rebajas,Pantalones,Montaña,42,Blanco,4,90,360,No
2025-01-04,Vitoria,Publicidad,Calzado,Sandalias,L,Rojo,3,40,120,Sí
2025-01-17,Bilbao,Rebajas,Chaquetas,Anorak,M,Negro,5,120,600,No
2025-01-09,Bilbao,Rebajas,Sportwear,Camisetas,XL,Negro,1,30,30,Sí
2025-01-16,Bilbao,Rebajas,Calzado,Sandalias,44,Gris,4,40,160,No
2025-01-01,Donostia,Publicidad,Pantalones,Montaña,XL,Verde,3,90,270,Sí
2025-01-02,Donostia,Publicidad,Jerseys,Chaqueta de Lana,M,Negro,5,130,650,Sí
2025-01-17,Bilbao,Publicidad,Pantalones,Montaña,38,Negro,3,90,270,Sí
2025-01-24,Vitoria,Rebajas,Chaquetas,Anorak,44,Verde,1,120,120,Sí
2025-01-25,Vitoria,Publicidad,Jerseys,Chaqueta de Lana,M,Blanco,5,130,650,No
2025-01-04,Vitoria,Publicidad,Pantalones,Montaña,M,Gris,3,90,270,Sí
2025-01-04,Pamplona,Publicidad,Calzado,Botas,44,Rojo,4,110,440,Sí
2025-01-19,Bilbao,Publicidad,Sportwear,Camisetas,M,Negro,5,30,150,No
2025-01-23,Donostia,Publicidad,Sportwear,Camisetas,38,Azul,3,30,90,Sí
2025-01-21,Vitoria,Publicidad,Chaquetas,Anorak,44,Blanco,2,120,240,Sí
2025-01-12,Vitoria,Rebajas,Calzado,Sandalias,42,Gris,4,40,160,No
2025-01-19,Bilbao,Publicidad,Sportwear,Térmica,S,Blanco,3,55,165,Sí
2025-01-14,Vitoria,Rebajas,Sportwear,Camisetas,40,Rojo,3,30,90,Sí
2025-01-03,Vitoria,Publicidad,Calzado,Sandalias,L,Blanco,1,40,40,Sí
2025-01-27,Vitoria,Publicidad,Jerseys,Forro Polar,42,Rojo,5,80,400,No
2025-01-07,Donostia,Publicidad,Calzado,Sandalias,38,Azul,5,40,200,Sí
2025-01-21,Bilbao,Publicidad,Sportwear,Térmica,L,Azul,3,55,165,No
2025-01-09,Donostia,Rebajas,Chaquetas,Plumífero,XL,Blanco,1,150,150,Sí
2025-01-04,Bilbao,Rebajas,Calzado,Botas,XL,Azul,3,110,330,Sí
2025-01-17,Bilbao,Publicidad,Chaquetas,Plumífero,S,Azul,3,150,450,Sí
2025-01-13,Pamplona,Publicidad,Calzado,Botas,40,Verde,3,110,330,Sí
2025-01-05,Bilbao,Rebajas,Pantalones,Chándal,40,Negro,3,60,180,No
2025-01-26,Donostia,Publicidad,Jerseys,Chaqueta de Lana,S,Negro,1,130,130,No
2025-01-04,Donostia,Publicidad,Jerseys,Chaqueta de Lana,L,Blanco,3,130,390,No
2025-01-12,Bilbao,Rebajas,Chaquetas,Plumífero,38,Azul,2,150,300,Sí
2025-01-11,Pamplona,Publicidad,Sportwear,Térmica,S,Rojo,2,55,110,Sí
2025-01-23,Bilbao,Rebajas,Chaquetas,Anorak,42,Blanco,3,120,360,Sí
2025-01-04,Vitoria,Publicidad,Chaquetas,Plumífero,M,Verde,3,150,450,Sí
2025-01-20,Donostia,Publicidad,Jerseys,Chaqueta de Lana,38,Blanco,3,130,390,No
2025-01-19,Donostia,Rebajas,Calzado,Botas,S,Gris,2,110,220,Sí
2025-01-04,Bilbao,Rebajas,Chaquetas,Anorak,40,Rojo,5,120,600,Sí
2025-01-07,Pamplona,Publicidad,Calzado,Sandalias,44,Negro,4,40,160,Sí
2025-01-27,Vitoria,Publicidad,Calzado,Botas,40,Rojo,3,110,330,Sí
2025-01-26,Vitoria,Publicidad,Calzado,Sandalias,L,Rojo,3,40,120,Sí
2025-01-04,Bilbao,Rebajas,Calzado,Sandalias,40,Azul,5,40,200,No
2025-01-14,Vitoria,Rebajas,Calzado,Zapatillas,S,Negro,2,75,150,No
2025-01-28,Donostia,Rebajas,Sportwear,Mallas,L,Rojo,4,45,180,No
2025-01-24,Donostia,Publicidad,Sportwear,Camisetas,38,Azul,5,30,150,Sí
2025-01-15,Donostia,Rebajas,Sportwear,Térmica,40,Verde,4,55,220,No
2025-01-07,Donostia,Rebajas,Sportwear,Mallas,M,Negro,4,45,180,Sí
2025-01-20,Donostia,Rebajas,Chaquetas,Anorak,42,Negro,2,120,240,Sí
2025-01-05,Pamplona,Rebajas,Calzado,Sandalias,44,Negro,1,40,40,No
2025-01-26,Vitoria,Rebajas,Sportwear,Camisetas,38,Blanco,3,30,90,No
2025-01-14,Vitoria,Rebajas,Sportwear,Mallas,42,Negro,4,45,180,No
2025-01-12,Bilbao,Publicidad,Pantalones,Chándal,XL,Gris,3,60,180,No
2025-01-03,Vitoria,Rebajas,Chaquetas,Anorak,40,Blanco,2,120,240,Sí
2025-01-20,Donostia,Rebajas,Pantalones,Montaña,S,Rojo,3,90,270,No
2025-01-24,Bilbao,Rebajas,Pantalones,Montaña,M,Azul,1,90,90,No
2025-01-10,Pamplona,Rebajas,Calzado,Zapatillas,M,Verde,4,75,300,Sí
2025-01-18,Vitoria,Rebajas,Sportwear,Térmica,42,Blanco,1,55,55,Sí
2025-01-23,Pamplona,Rebajas,Pantalones,Montaña,44,Azul,1,90,90,No
2025-01-01,Vitoria,Rebajas,Sportwear,Térmica,XL,Negro,5,55,275,Sí
2025-01-24,Pamplona,Rebajas,Pantalones,Chándal,44,Rojo,4,60,240,Sí
2025-01-27,Pamplona,Rebajas,Calzado,Zapatillas,S,Rojo,5,75,375,No
2025-01-13,Pamplona,Rebajas,Calzado,Sandalias,40,Gris,1,40,40,Sí
2025-01-11,Pamplona,Rebajas,Sportwear,Térmica,44,Verde,4,55,220,No
2025-01-19,Bilbao,Rebajas,Chaquetas,Anorak,44,Negro,4,120,480,No
2025-01-01,Vitoria,Rebajas,Sportwear,Camisetas,42,Gris,1,30,30,Sí
2025-01-14,Vitoria,Publicidad,Calzado,Botas,XL,Azul,4,110,440,No
2025-01-03,Donostia,Rebajas,Jerseys,Forro Polar,XL,Verde,5,80,400,No
2025-01-09,Donostia,Rebajas,Jerseys,Chaqueta de Lana,42,Gris,4,130,520,Sí
2025-01-16,Bilbao,Publicidad,Chaquetas,Anorak,XL,Blanco,5,120,600,Sí
2025-01-14,Pamplona,Rebajas,Calzado,Zapatillas,38,Gris,1,75,75,No
2025-01-14,Vitoria,Publicidad,Calzado,Sandalias,44,Azul,1,40,40,No
2025-01-09,Vitoria,Publicidad,Sportwear,Camisetas,L,Rojo,1,30,30,No
2025-01-25,Vitoria,Publicidad,Jerseys,Chaqueta de Lana,38,Gris,5,130,650,Sí
2025-01-17,Vitoria,Publicidad,Pantalones,Chándal,M,Gris,5,60,300,Sí
2025-01-11,Vitoria,Publicidad,Sportwear,Camisetas,XL,Gris,1,30,30,No
2025-01-07,Vitoria,Rebajas,Jerseys,Forro Polar,XL,Verde,4,80,320,Sí
2025-01-28,Bilbao,Publicidad,Jerseys,Forro Polar,XL,Negro,2,80,160,Sí
2025-01-26,Donostia,Publicidad,Chaquetas,Anorak,42,Rojo,2,120,240,Sí
2025-01-09,Bilbao,Rebajas,Jerseys,Chaqueta de Lana,M,Gris,2,130,260,Sí
2025-01-14,Donostia,Publicidad,Sportwear,Camisetas,44,Verde,5,30,150,No
2025-01-21,Vitoria,Rebajas,Chaquetas,Anorak,38,Negro,1,120,120,No
2025-01-10,Bilbao,Rebajas,Jerseys,Forro Polar,S,Gris,1,80,80,No
2025-01-28,Vitoria,Rebajas,Sportwear,Térmica,38,Azul,2,55,110,No
2025-01-11,Donostia,Rebajas,Calzado,Zapatillas,XL,Blanco,1,75,75,Sí
2025-01-13,Vitoria,Rebajas,Calzado,Sandalias,38,Blanco,2,40,80,No
2025-01-02,Pamplona,Publicidad,Pantalones,Montaña,42,Gris,1,90,90,Sí
2025-01-01,Donostia,Publicidad,Calzado,Sandalias,M,Azul,3,40,120,No
2025-01-04,Donostia,Rebajas,Chaquetas,Anorak,L,Blanco,3,120,360,No
2025-01-09,Bilbao,Rebajas,Calzado,Botas,L,Azul,4,110,440,No
2025-01-12,Pamplona,Publicidad,Jerseys,Chaqueta de Lana,M,Blanco,1,130,130,Sí
2025-01-26,Vitoria,Rebajas,Calzado,Sandalias,40,Verde,3,40,120,No
2025-01-03,Vitoria,Rebajas,Sportwear,Térmica,38,Negro,2,55,110,No
2025-01-21,Vitoria,Publicidad,Pantalones,Montaña,44,Negro,1,90,90,No
2025-01-13,Donostia,Publicidad,Calzado,Zapatillas,40,Azul,4,75,300,No
2025-01-13,Donostia,Publicidad,Sportwear,Camisetas,M,Negro,4,30,120,No
2025-01-04,Vitoria,Rebajas,Calzado,Zapatillas,42,Rojo,2,75,150,Sí
2025-01-28,Bilbao,Publicidad,Chaquetas,Plumífero,42,Blanco,3,150,450,No
2025-01-22,Vitoria,Rebajas,Chaquetas,Plumífero,42,Negro,5,150,750,No
2025-01-15,Vitoria,Publicidad,Pantalones,Montaña,42,Negro,1,90,90,Sí
2025-01-09,Pamplona,Rebajas,Chaquetas,Anorak,44,Azul,1,120,120,No
2025-01-19,Vitoria,Rebajas,Pantalones,Chándal,40,Gris,2,60,120,No
2025-01-05,Donostia,Publicidad,Pantalones,Montaña,38,Azul,3,90,270,No
2025-01-18,Donostia,Rebajas,Pantalones,Montaña,42,Verde,1,90,90,Sí
2025-01-11,Vitoria,Rebajas,Sportwear,Térmica,40,Negro,1,55,55,No
2025-01-06,Vitoria,Publicidad,Pantalones,Chándal,42,Verde,5,60,300,Sí
2025-01-20,Vitoria,Rebajas,Sportwear,Mallas,XL,Blanco,1,45,45,No
2025-01-02,Vitoria,Rebajas,Calzado,Botas,S,Azul,3,110,330,Sí
2025-01-14,Donostia,Publicidad,Sportwear,Camisetas,40,Negro,1,30,30,No
2025-01-20,Pamplona,Publicidad,Calzado,Sandalias,L,Verde,2,40,80,Sí
2025-01-01,Vitoria,Rebajas,Calzado,Sandalias,40,Azul,2,40,80,Sí
2025-01-16,Donostia,Rebajas,Calzado,Zapatillas,XL,Rojo,4,75,300,No
2025-01-28,Pamplona,Publicidad,Chaquetas,Anorak,L,Blanco,4,120,480,No
2025-01-28,Pamplona,Publicidad,Calzado,Zapatillas,M,Negro,2,75,150,No
2025-01-08,Bilbao,Publicidad,Chaquetas,Plumífero,L,Gris,3,150,450,Sí
2025-01-19,Bilbao,Rebajas,Pantalones,Chándal,40,Gris,4,60,240,No
2025-01-19,Bilbao,Publicidad,Sportwear,Camisetas,XL,Gris,4,30,120,No
2025-01-15,Bilbao,Publicidad,Jerseys,Chaqueta de Lana,38,Azul,5,130,650,No
2025-01-07,Pamplona,Publicidad,Jerseys,Forro Polar,XL,Blanco,5,80,400,No
2025-01-14,Donostia,Publicidad,Chaquetas,Anorak,M,Rojo,2,120,240,No
2025-01-04,Pamplona,Publicidad,Sportwear,Mallas,S,Verde,1,45,45,No
2025-01-25,Pamplona,Publicidad,Calzado,Botas,XL,Negro,2,110,220,Sí
2025-01-10,Bilbao,Publicidad,Pantalones,Montaña,S,Verde,3,90,270,Sí
2025-01-14,Pamplona,Rebajas,Sportwear,Mallas,L,Gris,5,45,225,Sí
2025-01-23,Vitoria,Publicidad,Pantalones,Chándal,44,Gris,3,60,180,Sí
2025-01-15,Pamplona,Rebajas,Sportwear,Mallas,42,Negro,5,45,225,No
2025-01-13,Bilbao,Publicidad,Chaquetas,Plumífero,40,Verde,2,150,300,No
2025-01-23,Pamplona,Rebajas,Calzado,Zapatillas,44,Rojo,5,75,375,Sí
2025-01-13,Pamplona,Rebajas,Sportwear,Camisetas,L,Verde,4,30,120,Sí
2025-01-12,Pamplona,Publicidad,Pantalones,Montaña,M,Azul,3,90,270,Sí
2025-01-15,Vitoria,Rebajas,Jerseys,Chaqueta de Lana,S,Negro,2,130,260,No
2025-01-22,Vitoria,Rebajas,Sportwear,Mallas,44,Negro,3,45,135,No
2025-01-26,Donostia,Publicidad,Pantalones,Montaña,S,Gris,2,90,180,No
2025-01-08,Pamplona,Publicidad,Pantalones,Chándal,40,Verde,1,60,60,No
2025-01-18,Bilbao,Publicidad,Jerseys,Chaqueta de Lana,S,Rojo,3,130,390,No
2025-01-14,Donostia,Rebajas,Jerseys,Chaqueta de Lana,40,Negro,4,130,520,No
2025-01-15,Pamplona,Rebajas,Sportwear,Mallas,M,Verde,5,45,225,Sí
2025-01-04,Vitoria,Rebajas,Pantalones,Chándal,XL,Negro,3,60,180,Sí
2025-01-28,Vitoria,Rebajas,Chaquetas,Anorak,L,Rojo,4,120,480,No
2025-01-26,Donostia,Publicidad,Chaquetas,Plumífero,XL,Azul,5,150,750,No
2025-01-21,Bilbao,Publicidad,Pantalones,Montaña,40,Blanco,4,90,360,Sí
2025-01-28,Donostia,Publicidad,Chaquetas,Plumífero,XL,Negro,4,150,600,No
2025-01-02,Vitoria,Publicidad,Sportwear,Mallas,XL,Gris,1,45,45,Sí
2025-01-08,Bilbao,Rebajas,Calzado,Zapatillas,44,Rojo,4,75,300,No
2025-01-19,Pamplona,Publicidad,Sportwear,Térmica,M,Gris,2,55,110,Sí
2025-01-21,Vitoria,Publicidad,Chaquetas,Plumífero,L,Azul,2,150,300,Sí
2025-01-07,Bilbao,Rebajas,Sportwear,Mallas,44,Gris,4,45,180,No
2025-01-27,Donostia,Rebajas,Calzado,Sandalias,42,Verde,3,40,120,Sí
2025-01-11,Donostia,Rebajas,Calzado,Sandalias,L,Blanco,1,40,40,No
2025-01-18,Vitoria,Rebajas,Sportwear,Camisetas,42,Blanco,2,30,60,Sí
2025-01-22,Pamplona,Rebajas,Calzado,Botas,L,Rojo,5,110,550,No
2025-01-03,Pamplona,Rebajas,Calzado,Zapatillas,S,Blanco,1,75,75,Sí
2025-01-26,Donostia,Publicidad,Sportwear,Mallas,L,Verde,2,45,90,No
2025-01-02,Vitoria,Publicidad,Sportwear,Camisetas,44,Verde,2,30,60,No
2025-01-13,Vitoria,Rebajas,Jerseys,Chaqueta de Lana,42,Azul,5,130,650,Sí
2025-01-11,Donostia,Rebajas,Pantalones,Chándal,XL,Verde,4,60,240,Sí
2025-01-10,Bilbao,Rebajas,Jerseys,Chaqueta de Lana,S,Rojo,4,130,520,Sí
2025-01-26,Donostia,Publicidad,Pantalones,Chándal,40,Verde,4,60,240,Sí
2025-01-18,Donostia,Rebajas,Calzado,Sandalias,44,Gris,2,40,80,No
2025-01-09,Bilbao,Rebajas,Sportwear,Mallas,44,Verde,2,45,90,No
2025-01-05,Vitoria,Rebajas,Jerseys,Chaqueta de Lana,XL,Gris,4,130,520,Sí
2025-01-15,Vitoria,Rebajas,Sportwear,Camisetas,M,Verde,3,30,90,Sí
2025-01-25,Donostia,Rebajas,Sportwear,Mallas,L,Blanco,3,45,135,No
2025-01-07,Bilbao,Publicidad,Sportwear,Mallas,XL,Gris,3,45,135,Sí
2025-01-06,Vitoria,Publicidad,Sportwear,Camisetas,L,Verde,2,30,60,No
2025-01-17,Pamplona,Publicidad,Chaquetas,Plumífero,38,Blanco,1,150,150,Sí
2025-01-24,Donostia,Rebajas,Chaquetas,Plumífero,XL,Rojo,5,150,750,Sí
2025-01-27,Pamplona,Rebajas,Sportwear,Térmica,44,Gris,2,55,110,No
2025-01-22,Donostia,Rebajas,Sportwear,Camisetas,38,Negro,4,30,120,No
2025-01-27,Pamplona,Publicidad,Sportwear,Mallas,44,Gris,5,45,225,Sí
2025-01-03,Pamplona,Rebajas,Calzado,Zapatillas,38,Blanco,2,75,150,No
2025-01-11,Donostia,Rebajas,Jerseys,Forro Polar,44,Verde,4,80,320,No
